セット,英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　OathoftheGatewatch,　VampireEnvoy,吸血鬼の特使（きゅうけつきのとくし）,　1,4,　コモン,　クリーチャー,　２黒,飛行吸血鬼の特使がタップ状態になるたび、あなたは１点のライフを得る。
　OathoftheGatewatch,　ZulaportChainmage,ズーラポートの鎖魔道士（ずーらぽーとのくさりまどうし）,　4,2,　コモン,　クリーチャー,　３黒,盟友―(Ｔ) あなたがコントロールするアンタップ状態の同盟者(Ally)を１体タップする：対戦相手１人を対象とする。そのプレイヤーは２点のライフを失う。
　OathoftheGatewatch,　ConsumingSinkhole,破壊的陥没孔（はかいてきかんぼつこう）,　4,2,　コモン,　インスタント,　３赤,欠色（このカードは無色である。）以下から１つを選ぶ。・土地・クリーチャー１体を対象とし、それを追放する。・プレイヤー１人を対象とする。破壊的陥没孔はそのプレイヤーに４点のダメージを与える。
　OathoftheGatewatch,　EldraziAggressor,攻性エルドラージ（こうせいえるどらーじ）,　2,3,　コモン,　クリーチャー,　２赤,欠色（このカードは無色である。）あなたが他の無色のクリーチャーをコントロールしているかぎり、攻性エルドラージは速攻を持つ。
　OathoftheGatewatch,　EldraziObligator,エルドラージの寸借者（えるどらーじのすんしゃくしゃ）,　3,1,　レア,　クリーチャー,　２赤,欠色（このカードは無色である。）あなたがエルドラージの寸借者を唱えたとき、クリーチャー１体を対象とする。あなたは(１)(◇)を支払ってもよい。そうしたなら、ターン終了時まで、そのクリーチャーのコントロールを得る。それをアンタップする。ターン終了時まで、それは速攻を得る。（(◇)は無色マナを表す。）速攻
　OathoftheGatewatch,　ImmobilizerEldrazi,制止エルドラージ（せいしえるどらーじ）,　2,1,　アンコモン,　クリーチャー,　１赤,欠色（このカードは無色である。）(２)(◇)：このターン、タフネスがパワーより大きいクリーチャーではブロックできない。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　Kozilek'sReturn,コジレックの帰還（こじれっくのきかん）,　2,1,　神話レア,　インスタント,　２赤,欠色（このカードは無色である。）コジレックの帰還は各クリーチャーにそれぞれ２点のダメージを与える。あなたが点数で見たマナ・コストが７以上のエルドラージ(Eldrazi)・クリーチャー呪文を１つ唱えるたび、あなたはあなたの墓地からコジレックの帰還を追放してもよい。そうしたなら、コジレックの帰還は各クリーチャーにそれぞれ５点のダメージを与える。
　OathoftheGatewatch,　MawofKozilek,コジレックの大口（こじれっくのおおぐち）,　2,5,　コモン,　クリーチャー,　３赤,欠色（このカードは無色である。）(◇)：ターン終了時まで、コジレックの大口は+2/-2の修整を受ける。（(◇)は無色マナを表す。）
　OathoftheGatewatch,　RealityHemorrhage,現実の流出（げんじつのりゅうしゅつ）,　2,5,　コモン,　インスタント,　１赤,欠色（このカードは無色である。）クリーチャー１体かプレイヤー１人を対象とする。現実の流出はそれに２点のダメージを与える。
　OathoftheGatewatch,　AkoumFlameseeker,アクームの炎探し（あくーむのほのおさがし）,　3,2,　コモン,　クリーチャー,　２赤,盟友―(Ｔ) あなたがコントロールするアンタップ状態の同盟者(Ally)を１体タップする：カードを１枚捨てる。そうしたなら、カードを１枚引く。
　OathoftheGatewatch,　BoulderSalvo,巨岩投下（きょがんとうか）,　3,2,　コモン,　ソーサリー,　４赤,怒濤(１)(赤)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）クリーチャー１体を対象とする。巨岩投下はそれに４点のダメージを与える。
　OathoftheGatewatch,　BruteStrength,凶暴な力（きょうぼうなちから）,　3,2,　コモン,　インスタント,　１赤,クリーチャー１体を対象とする。ターン終了時まで、それは+3/+1の修整を受けるとともにトランプルを得る。
　OathoftheGatewatch,　Chandra Flamecaller,炎呼び、チャンドラ（ほのおよびちゃんどら）,　3,2,　神話レア,　プレインズウォーカー,　４赤赤,[+1]：速攻を持つ赤の3/1のエレメンタル(Elemental)・クリーチャー・トークンを２体戦場に出す。次の終了ステップの開始時に、それらを追放する。[0]：あなたの手札からカードをすべて捨て、その後その枚数に１を足した枚数のカードを引く。[-X]：炎呼び、チャンドラは各クリーチャーにそれぞれＸ点のダメージを与える。　忠誠度：4
　OathoftheGatewatch,　CinderHellion,溶滓のへリオン（ようさいのへりおん）,　4,4,　コモン,　クリーチャー,　４赤,トランプル溶滓のへリオンが戦場に出たとき、対戦相手１人を対象とする。溶滓のへリオンはそのプレイヤーに２点のダメージを与える。
　OathoftheGatewatch,　DevourinFlames,食い荒らす炎（くいあらすほのお）,　4,4,　アンコモン,　ソーサリー,　２赤,食い荒らす炎を唱えるための追加コストとして、あなたがコントロールする土地１つをオーナーの手札に戻す。クリーチャー１体かプレインズウォーカー１人を対象とする。食い荒らす炎はそれに５点のダメージを与える。
　OathoftheGatewatch,　EmbodimentofFury,怒りの具象化（いかりのぐしょうか）,　4,3,　アンコモン,　クリーチャー,　３赤,トランプルあなたがコントロールする土地・クリーチャーはトランプルを持つ。上陸―土地が１つあなたのコントロール下で戦場に出るたび、あなたがコントロールする土地１つを対象とする。あなたは「ターン終了時まで、それは速攻を持つ3/3のエレメンタル(Elemental)・クリーチャーになる。それは土地でもある。」を選んでもよい。
　OathoftheGatewatch,　Expedite,促進（そくしん）,　4,3,　コモン,　インスタント,　赤,クリーチャー１体を対象とする。ターン終了時まで、それは速攻を得る。カードを１枚引く。
　OathoftheGatewatch,　FalloftheTitans,巨人の陥落（きょじんのかんらく）,　4,3,　レア,　インスタント,　ＸＸ赤,怒濤(Ｘ)(赤)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）クリーチャーやプレイヤーを最大２つまで対象とする。巨人の陥落はそれらにそれぞれＸ点のダメージを与える。
　OathoftheGatewatch,　GoblinDark-Dwellers,ゴブリンの闇住まい（ごぶりんのやみずまい）,　4,4,　レア,　クリーチャー,　３赤赤,威迫ゴブリンの闇住まいが戦場に出たとき、あなたの墓地から点数で見たマナ・コストが３以下の、インスタント・カード１枚かソーサリー・カード１枚を対象とする。あなたはそれをそのマナ・コストを支払うことなく唱えてもよい。このターンにそのカードがあなたの墓地に置かれるなら、代わりにそれを追放する。
　OathoftheGatewatch,　GoblinFreerunner,ゴブリンの自在駆け（ごぶりんのじざいかけ）,　3,2,　コモン,　クリーチャー,　３赤,怒濤(１)(赤)（あなたかチームメイトがこのターンに他の呪文を唱えていたなら、あなたはこの呪文を怒濤コストで唱えてもよい。）威迫（このクリーチャーは２体以上のクリーチャーによってしかブロックされない。）
