英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　VoidSquall,虚空のスコール（こくうのすこーる）,　1,4,　アンコモン,　ソーサリー,　４青,土地でないパーマネント１つを対象とし、それをオーナーの手札に戻す。反復（この呪文があなたの手札から唱えられたなら、これの解決に際し、これを追放する。あなたの次のアップキープの開始時に、あなたはこのカードを追放領域からこれのマナ・コストを支払うことなく唱えてもよい。）
　YouthfulScholar,若年の識者（じゃくねんのしきしゃ）,　2,2,　アンコモン,　クリーチャー,　３青,若年の識者が死亡したとき、カードを２枚引く。
　ZephyrScribe,微風の写字官（びふうのしゃじかん）,　2,1,　コモン,　クリーチャー,　２青,(青) (Ｔ)：カードを１枚引き、その後カードを１枚捨てる。あなたがクリーチャーでない呪文を１つ唱えるたび、微風の写字官をアンタップする。
　Acid-SpewerDragon,吐酸ドラゴン（とさんどらごん）,　3,3,　アンコモン,　クリーチャー,　５黒,飛行、接死大変異(５)(黒)(黒)（あなたはこのカードを、(３)で2/2クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてもよい。そうしたなら、これの上に+1/+1カウンターを１個置く。）吐酸ドラゴンが表向きになったとき、あなたがコントロールする他の各ドラゴン(Dragon)・クリーチャーの上に+1/+1カウンターをそれぞれ１個置く。
　AmbuscadeShaman,待ち伏せの巫師（まちぶせのふし）,　2,2,　アンコモン,　クリーチャー,　２黒,待ち伏せの巫師か他のクリーチャー１体があなたのコントロール下で戦場に出るたび、ターン終了時までそのクリーチャーは+2/+2の修整を受ける。疾駆(３)(黒)（あなたはこの呪文を、これの疾駆コストで唱えてもよい。そうしたなら、これは速攻を得るとともに、次の終了ステップの開始時にこれを戦場からオーナーの手札に戻す。）
　Blood-ChinFanatic,血顎の狂信者（ちあごのきょうしんしゃ）,　3,3,　レア,　クリーチャー,　１黒黒,(１)(黒) 他の戦士(Warrior)クリーチャーを１体生け贄に捧げる：プレイヤー１人を対象とする。そのプレイヤーはＸ点のライフを失い、あなたはＸ点のライフを得る。Ｘは、その生け贄に捧げられたクリーチャーのパワーである。
　Blood-ChinRager,血顎の憤怒鬼（ちあごのふんぬき）,　2,2,　アンコモン,　クリーチャー,　１黒,血顎の憤怒鬼が攻撃するたび、ターン終了時まで、あなたがコントロールする各戦士(Warrior)クリーチャーは威迫を得る。（それらは２体以上のクリーチャーによってしかブロックされない。）
　Butcher'sGlee,解体者の歓び（かいたいしゃのよろこび）,　2,2,　コモン,　インスタント,　２黒,クリーチャー１体を対象とする。ターン終了時まで、それは+3/+0の修整を受けるとともに絆魂を得る。それを再生する。（絆魂を持つクリーチャーがダメージを与えると、さらにそのコントローラーはその点数分のライフを得る。）
　CoatwithVenom,毒塗り（どくぬり）,　2,2,　コモン,　インスタント,　黒,クリーチャー１体を対象とする。ターン終了時まで、それは+1/+2の修整を受けるとともに接死を得る。（それが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）
　Corpseweft,死体結い（したいゆい）,　2,2,　レア,　エンチャント,　２黒,(１)(黒) あなたの墓地にあるクリーチャー・カードを１枚以上追放する：黒のX/Xのゾンビ(Zombie)・ホラー(Horror)・クリーチャー・トークンを１体、タップ状態で戦場に出す。Ｘはこれにより追放されたカードの枚数の２倍である。
　DamnablePact,禍々しい協定（まがまがしいきょうてい）,　2,2,　レア,　ソーサリー,　Ｘ黒黒,プレイヤー１人を対象とする。そのプレイヤーはカードをＸ枚引き、Ｘ点のライフを失う。
　DeadlyWanderings,命取りの放浪（いのちとりのほうろう）,　2,2,　アンコモン,　エンチャント,　３黒黒,あなたがコントロールするクリーチャーがちょうど１体であるかぎり、そのクリーチャーは+2/+0の修整を受けるとともに接死と絆魂を持つ。
　DeathWind,死の風（しのかぜ）,　2,2,　アンコモン,　インスタント,　Ｘ黒,クリーチャー１体を対象とする。ターン終了時まで、それは-X/-Xの修整を受ける。
　DeathbringerRegent,死致の執政（しちのしっせい）,　5,6,　レア,　クリーチャー,　５黒黒,飛行死致の執政が戦場に出たとき、あなたがこれを手札から唱えていて、戦場に他に５体以上のクリーチャーがあった場合、他のすべてのクリーチャーを破壊する。
　Defeat,押し倒し（おしたおし）,　5,6,　コモン,　ソーサリー,　１黒,パワーが２以下のクリーチャー１体を対象とし、それを破壊する。
　Duress,強迫（きょうはく）,　5,6,　コモン,　ソーサリー,　黒,対戦相手１人を対象とする。そのプレイヤーは、自分の手札を公開する。あなたはその中からクリーチャーでも土地でもないカードを１枚選ぶ。そのプレイヤーは、そのカードを捨てる。
　DutifulAttendant,忠信な従者（ちゅうしんなじゅうしゃ）,　1,2,　コモン,　クリーチャー,　２黒,忠信な従者が死亡したとき、あなたの墓地にある他のクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。
　Flatten,押し拉ぎ（おしひしぎ）,　1,2,　コモン,　インスタント,　３黒,クリーチャー１体を対象とする。ターン終了時まで、それは-4/-4の修整を受ける。
　FoulRenewal,邪悪な復活（じゃあくなふっかつ）,　1,2,　レア,　インスタント,　３黒,あなたの墓地にあるクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。クリーチャー１体を対象とする。ターン終了時まで、それは-X/-Xの修整を受ける。Ｘは、これによりあなたの手札に戻したカードのタフネスである。
　Foul-TongueInvocation,忌呪の発動（きじゅのはつどう）,　1,2,　アンコモン,　インスタント,　２黒,忌呪の発動を唱えるための追加コストとして、あなたの手札にあるドラゴン(Dragon)・カードを１枚公開してもよい。プレイヤー１人を対象とする。そのプレイヤーはクリーチャーを１体生け贄に捧げる。あなたが忌呪の発動を唱えた時点でドラゴン・カードを公開したかドラゴンをコントロールしていたなら、あなたは４点のライフを得る。
　Foul-TongueShriek,忌呪の金切り声（きじゅのかなきりごえ）,　1,2,　コモン,　インスタント,　黒,対戦相手１人を対象とする。そのプレイヤーはあなたがコントロールする攻撃クリーチャー１体につき１点のライフを失う。あなたはその点数に等しい点数のライフを得る。
