英語名,日本語名,パワー,タフネス,レアリティ,タイプ,マナコスト,能力
　Watercourser,狩漁者（しゅりょうしゃ）,　2,3,　コモン,　クリーチャー,　２青,(青)：狩漁者はターン終了時まで+1/-1の修整を受ける。
　WhirlerRogue,つむじ風のならず者（つむじかぜのならずもの）,　2,2,　アンコモン,　クリーチャー,　２青青,つむじ風のならず者が戦場に出たとき、飛行を持つ無色の1/1の飛行機械(Thopter)アーティファクト・クリーチャー・トークンを２体戦場に出す。あなたがコントロールするアンタップ状態のアーティファクトを２つタップする：クリーチャー１体を対象とする。このターン、それはブロックされない。
　Willbreaker,意志を砕く者（いしをくだくもの）,　2,3,　レア,　クリーチャー,　３青青,対戦相手がコントロールするクリーチャー１体があなたのコントロールする呪文や能力の対象になるたび、あなたが意志を砕く者をコントロールし続けているかぎり、それのコントロールを得る。
　Blightcaster,荒廃唱え（こうはいとなえ）,　2,3,　アンコモン,　クリーチャー,　３黒,あなたがエンチャント呪文を１つ唱えるたび、クリーチャー１体を対象とする。あなたは「それはターン終了時まで-2/-2の修整を受ける」ことを選んでもよい。
　CatacombSlug,地下墓地のナメクジ（ちかぼちのなめくじ）,　2,6,　コモン,　クリーチャー,　４黒,
　ConsecratedbyBlood,血による聖別（ちによるせいべつ）,　2,6,　アンコモン,　エンチャント,　２黒黒,エンチャント（クリーチャー）エンチャントされているクリーチャーは+2/+2の修整を受けるとともに飛行と「他のクリーチャーを２体生け贄に捧げる：このクリーチャーを再生する。」を持つ。（このターン、次にこのクリーチャーが破壊されるなら、それは破壊されない。代わりに、それをタップし、ダメージをすべて取り除き、戦闘から取り除く。）
　CruelRevival,残酷な蘇生（ざんこくなそせい）,　2,6,　アンコモン,　インスタント,　４黒,ゾンビ(Zombie)でないクリーチャー１体を対象とし、それを破壊する。それは再生できない。あなたの墓地にあるゾンビ・カードを最大１枚まで対象とし、それをあなたの手札に戻す。
　DarkDabbling,闇の試み（やみのこころみ）,　2,6,　コモン,　インスタント,　２黒,クリーチャー１体を対象とし、それを再生する。カードを１枚引く。（このターン、次にそのクリーチャーが破壊されるなら、それは破壊されない。代わりに、それをタップし、ダメージをすべて取り除き、戦闘から取り除く。）魔巧―あなたの墓地にインスタント・カードやソーサリー・カードが合わせて２枚以上あるなら、あなたがコントロールする他のクリーチャーもそれぞれ再生する。
　DarkPetition,闇の誓願（やみのせいがん）,　2,6,　レア,　ソーサリー,　３黒黒,あなたのライブラリーからカードを１枚探し、そのカードをあなたの手札に加える。その後あなたのライブラリーを切り直す。魔巧―あなたの墓地にインスタント・カードやソーサリー・カードが合わせて２枚以上あるなら、あなたのマナ・プールに(黒)(黒)(黒)を加える。
　DeadbridgeShaman,死橋のシャーマン（しばしのしゃーまん）,　3,1,　コモン,　クリーチャー,　２黒,死橋のシャーマンが死亡したとき、対戦相手１人を対象とする。そのプレイヤーはカードを１枚捨てる。
　DemonicPact,悪魔の契約（あくまのけいやく）,　3,1,　神話レア,　エンチャント,　２黒黒,あなたのアップキープの開始時に、以下からまだ選ばれていないもの１つを選ぶ。・クリーチャー１体かプレイヤー１人を対象とする。悪魔の契約はそれに４点のダメージを与え、あなたは４点のライフを得る。・対戦相手１人を対象とする。そのプレイヤーはカードを２枚捨てる。・カードを２枚引く。・あなたはこのゲームに敗北する。
　DespoilerofSouls,魂の略奪者（たましいのりゃくだつしゃ）,　3,1,　レア,　クリーチャー,　黒黒,魂の略奪者ではブロックできない。(黒)(黒) あなたの墓地にある他のクリーチャー・カードを２枚追放する：あなたの墓地から魂の略奪者を戦場に戻す。
　Erebos'sTitan,エレボスのタイタン（えれぼすのたいたん）,　5,5,　神話レア,　クリーチャー,　１黒黒黒,対戦相手がクリーチャーをコントロールしていないかぎり、エレボスのタイタンは破壊不能を持つ。（ダメージや「破壊する」と書かれた効果では、それは破壊されない。）対戦相手の墓地からクリーチャー・カードが１枚離れるたび、あなたはカードを１枚捨ててもよい。そうしたなら、あなたの墓地にあるエレボスのタイタンをあなたの手札に戻す。
　EyeblightAssassin,眼腐りの暗殺者（めぐさりのあんさつしゃ）,　2,2,　コモン,　クリーチャー,　２黒,眼腐りの暗殺者が戦場に出たとき、対戦相手がコントロールするクリーチャー１体を対象とする。ターン終了時まで、それは-1/-1の修整を受ける。
　EyeblightMassacre,眼腐りの虐殺（めぐさりのぎゃくさつ）,　2,2,　アンコモン,　ソーサリー,　２黒黒,ターン終了時まで、エルフ(Elf)でないクリーチャーは-2/-2の修整を受ける。
　FetidImp,異臭のインプ（いしゅうのいんぷ）,　1,2,　コモン,　クリーチャー,　１黒,飛行（このクリーチャーは飛行や到達を持たないクリーチャーによってはブロックされない。）(黒)：ターン終了時まで、異臭のインプは接死を得る。（これが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）
　FleshbagMarauder,肉袋の匪賊（にくぶくろのひぞく）,　3,1,　アンコモン,　クリーチャー,　２黒,肉袋の匪賊が戦場に出たとき、各プレイヤーはそれぞれクリーチャーを１体生け贄に捧げる。
　Gilt-LeafWinnower,光り葉の選別者（ひかりばのせんべつしゃ）,　4,3,　レア,　クリーチャー,　３黒黒,威迫（このクリーチャーは２体以上のクリーチャーによってしかブロックされない。）光り葉の選別者が戦場に出たとき、パワーとタフネスが異なる、エルフ(Elf)でないクリーチャー１体を対象とする。あなたはそれを破壊してもよい。
　GnarlrootTrapper,節くれ根の罠師（ふしくれねのわなし）,　1,1,　アンコモン,　クリーチャー,　黒,(Ｔ) ライフを１点支払う：あなたのマナ・プールに(緑)を加える。このマナは、エルフ(Elf)・クリーチャー呪文を唱えるためにのみ使用できる。(Ｔ)：あなたがコントロールする攻撃しているエルフ１体を対象とする。ターン終了時まで、それは接死を得る。（それが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）
